Date (CET);LDZ;Actual;Normal
21/04/2016;218.4657304;13.87352647;9.957883009
22/04/2016;208.8782504;14.10839161;10.11323717
23/04/2016;218.7803352;13.51178821;10.26841741
24/04/2016;175.5581318;16.00919081;10.42337774
25/04/2016;174.8899576;15.41988012;10.57807224
26/04/2016;240.1834056;13.12467532;10.73245507
27/04/2016;236.0792746;13.44935065;10.88648048
28/04/2016;209.6282504;14.24515485;11.04010284
29/04/2016;207.2077058;14.67992008;11.19327662
30/04/2016;229.0475188;13.15384615;11.34595644
01/05/2016;314.323034;8.316283716;11.49809704
02/05/2016;375.8589526;7.7996004;11.64965336
03/05/2016;349.444509;7.960739261;11.80058047
04/05/2016;294.3372648;10.5032967;11.95083366
05/05/2016;218.420939;14.25054945;12.1003684
06/05/2016;199.746365;13.0992008;12.24914039
07/05/2016;218.693738;12.61048951;12.39710553
08/05/2016;197.62627;13.32537463;12.54421999
09/05/2016;232.5720244;12.5022977;12.69044017
10/05/2016;267.830976;11.59340659;12.83572274
11/05/2016;312.690496;10.45804196;12.98002465
12/05/2016;305.1246184;10.26553447;13.12330314
13/05/2016;304.1810878;9.481118881;13.26551576
14/05/2016;303.1624354;10.15334665;13.40662036
15/05/2016;247.3787332;12.13266733;13.54657513
16/05/2016;222.2452252;13.12707293;13.68533861
17/05/2016;223.0781378;13.34095904;13.82286966
18/05/2016;190.1552634;15.68711289;13.95912755
19/05/2016;163.0759752;19.54235764;14.09407188
20/05/2016;144.7028674;21.53656344;14.22766268
21/05/2016;124.5670664;22.03546454;14.35986037
22/05/2016;152.4895686;17.06493506;14.49062575
23/05/2016;176.2689312;16.05584416;14.6199201
24/05/2016;173.3366168;17.83616384;14.74770509
25/05/2016;158.3936582;17.85054945;14.87394286
26/05/2016;173.851907;14.7954046;14.998596
27/05/2016;230.2857516;11.64885115;15.12162758
28/05/2016;251.1808536;10.62537463;15.24300114
29/05/2016;269.3854412;12.16703297;15.36268071
30/05/2016;230.6187834;13.82277722;15.48063083
31/05/2016;207.3645588;;15.59681655
01/06/2016;189.1555974;14.85164835;15.71120343
02/06/2016;181.8500636;16.11198801;15.82375759
03/06/2016;179.259554;16.91538462;15.93444568
04/06/2016;180.4217762;14.98911089;16.04323488
05/06/2016;185.4420784;17.98981019;16.15009298
06/06/2016;143.9742428;21.98031968;16.25498829
07/06/2016;120.5215034;23.93866134;16.35788974
08/06/2016;118.2580196;23.68831169;16.45876684
09/06/2016;114.0230966;24.22897103;16.5575897
10/06/2016;114.5152498;21.24445554;16.65432903
11/06/2016;120.651728;19.01828172;16.74895616
12/06/2016;132.147342;17.18471528;16.84144306
13/06/2016;156.6301916;15.67832168;16.93176232
14/06/2016;176.8316028;16.14705295;17.01988718
15/06/2016;161.5078984;15.7036963;17.10579152
16/06/2016;161.438985;17.03376623;17.18944988
17/06/2016;159.9525202;17.17772228;17.27083749
18/06/2016;150.1702522;15.67522478;17.34993021
19/06/2016;172.6488674;14.66813187;17.42670462
20/06/2016;182.5532882;14.8004995;17.50113797
21/06/2016;177.8735298;15.64775225;17.57320819
22/06/2016;169.2400708;15.7030969;17.64289394
23/06/2016;158.1945562;15.47472527;17.71017455
24/06/2016;182.5346358;14.00609391;17.77503011
25/06/2016;194.80587;15.43856144;17.83744138
26/06/2016;170.4735706;18.00649351;17.89738988
27/06/2016;128.3545184;18.16373626;17.95485783
28/06/2016;142.5825326;15.76153846;18.00982822
29/06/2016;171.8839878;15.02547453;18.06228475
30/06/2016;177.134912;15.41858142;18.11221188
01/07/2016;156.4139898;15.87952048;18.15959481
02/07/2016;155.775112;18.83706294;18.2044195
03/07/2016;135.3310396;22.95254745;18.24667268
04/07/2016;117.0862038;21.71548452;18.28634181
05/07/2016;119.2315252;23.68361638;18.32341515
06/07/2016;122.1737988;20.34285714;18.35788172
07/07/2016;154.5427066;17.52817183;18.38973128
08/07/2016;198.8191006;17.83526474;18.41895442
09/07/2016;166.2755428;19.79070929;18.44554246
10/07/2016;127.8572724;19.46853147;18.46948754
11/07/2016;126.79139;17.84915085;18.49078255
12/07/2016;130.4715968;17.57442557;18.50942118
13/07/2016;126.2969486;19.39430569;18.52539792
14/07/2016;123.4552876;20.25624376;18.53870803
15/07/2016;124.2204576;21.17582418;18.54934756
16/07/2016;118.6639822;22.46343656;18.55731336
17/07/2016;119.669996;24.32997003;18.56260307
18/07/2016;114.6389274;26.08901099;18.56521512
19/07/2016;111.3046818;25.08951049;18.56514875
20/07/2016;110.3005404;21.99000999;18.56240396
21/07/2016;114.036889;22.34945055;18.55698157
22/07/2016;113.570453;22.3959041;18.5488832
23/07/2016;116.4690202;19.97772228;18.53811123
24/07/2016;117.0742378;19.75344655;18.52466886
25/07/2016;122.0609032;21.08161838;18.50856008
26/07/2016;114.6614196;22.08771229;18.48978965
27/07/2016;117.3509176;22.33456543;18.46836314
28/07/2016;119.0455062;21.71608392;18.4442869
29/07/2016;115.366445;20.15604396;18.41756807
30/07/2016;119.4147414;19.83686314;18.38821455
31/07/2016;128.9027958;21.81278721;18.35623505
01/08/2016;120.2717222;22.53016983;18.32163905
02/08/2016;116.8416552;21.87352647;18.28443679
03/08/2016;118.3767788;20.15064935;18.24463931
04/08/2016;125.61554;19.12577423;18.20225838
05/08/2016;135.9301114;19.44585415;18.15730658
06/08/2016;121.7129976;19.43296703;18.10979721
07/08/2016;128.644273;20.78341658;18.05974437
08/08/2016;115.5306802;20.88441558;18.00716288
09/08/2016;120.8776088;21.34005994;17.95206832
10/08/2016;124.7721868;18.38401598;17.89447701
11/08/2016;146.370889;17.07922078;17.83440603
12/08/2016;158.094715;17.25494505;17.77187318
13/08/2016;165.5032928;16.61978022;17.70689698
14/08/2016;181.8110672;15.4048951;17.63949668
15/08/2016;183.9968122;14.99390609;17.56969227
16/08/2016;169.923477;16.15964036;17.49750441
17/08/2016;169.6850958;15.84125874;17.42295452
18/08/2016;192.9803314;14.26333666;17.34606467
19/08/2016;208.7792778;13.45864136;17.26685764
20/08/2016;196.3503256;14.17942058;17.18535692
21/08/2016;207.061871;15.24505495;17.10158665
22/08/2016;202.5392422;14.34595405;17.01557166
23/08/2016;228.3221238;13.0021978;16.92733742
24/08/2016;220.1211852;13.43096903;16.83691009
25/08/2016;184.767835;14.24195804;16.74431647
26/08/2016;176.4291944;15.17152847;16.64958399
27/08/2016;172.3512832;17.10709291;16.55274072
28/08/2016;140.5870772;17.55654346;16.45381535
29/08/2016;134.3999366;17.2996004;16.35283721
30/08/2016;171.0877942;15.0976024;16.24983622
31/08/2016;190.0847232;14.68131868;16.14484289
01/09/2016;162.6895608;15.74535465;16.03788834
02/09/2016;158.8655078;16.11288711;15.92900426
03/09/2016;137.5197386;17.61638362;15.81822291
04/09/2016;135.1362894;19.37192807;15.70557713
05/09/2016;132.9633026;19.68601399;15.59110028
06/09/2016;136.147723;19.03226773;15.4748263
07/09/2016;131.329862;17.98351648;15.35678964
08/09/2016;144.1967356;15.98901099;15.23702528
09/09/2016;175.8323658;14.85424575;15.1155687
10/09/2016;205.7845952;14.18141858;14.99245589
11/09/2016;199.8355176;14.9993007;14.86772333
12/09/2016;161.2786304;16.22537463;14.74140799
13/09/2016;145.0981204;16.9047952;14.6135473
14/09/2016;144.4187452;18.00909091;14.48417914
15/09/2016;148.5555734;;14.35334185
16/09/2016;155.1552054;17.89320679;14.2210742
17/09/2016;138.9809736;18.23356643;14.08741538
18/09/2016;136.9635898;17.7027972;13.952405
19/09/2016;134.9501726;17.38901099;13.81608306
20/09/2016;155.4505668;15.62147852;13.67848996
21/09/2016;265.8835792;11.86883117;13.53966647
22/09/2016;295.2465976;10.78021978;13.39965373
23/09/2016;280.2308044;11.87672328;13.25849322
24/09/2016;228.5625884;13.19360639;13.11622679
25/09/2016;200.3303486;14.48141858;12.97289657
26/09/2016;187.2609224;14.13716284;12.82854505
27/09/2016;206.072242;14.38351648;12.68321499
28/09/2016;172.6923038;16.72937063;12.53694947
29/09/2016;127.242953;16.62077922;12.38979182
30/09/2016;157.0011072;15.56523477;12.24178565
01/10/2016;178.7041636;15.92217782;12.09297482
02/10/2016;209.230119;15.11428571;11.94340343
03/10/2016;236.582304;13.71458541;11.79311579
04/10/2016;250.4344314;12.60799201;11.64215643
05/10/2016;242.3102692;13.35384615;11.4905701
06/10/2016;211.785189;13.66333666;11.33840171
07/10/2016;181.3162058;14.41918082;11.18569635
08/10/2016;151.0047892;16.98081918;11.03249926
09/10/2016;161.274173;15.22217782;10.87885585
10/10/2016;178.1072068;14.44325674;10.72481165
11/10/2016;200.6532492;13.52897103;10.57041229
12/10/2016;177.9265266;14.99080919;10.41570354
13/10/2016;175.0406572;14.61058941;10.26073123
14/10/2016;187.170302;13.98221778;10.10554129
15/10/2016;199.4945574;13.22077922;9.950179705
16/10/2016;199.2419206;13.76993007;9.794692507
17/10/2016;225.9203424;13.85834166;9.639125773
18/10/2016;183.2764936;16.76033966;9.483525602
19/10/2016;156.789678;14.86113886;9.3279381
20/10/2016;236.9497394;12.03706294;9.172409372
21/10/2016;350.7604222;9.041858142;9.016985503
22/10/2016;308.6431298;9.973726274;8.861712551
23/10/2016;344.6469984;9.4003996;8.706636525
24/10/2016;331.9699798;8.937762238;8.551803377
25/10/2016;265.319375;11.35454545;8.397258989
26/10/2016;310.5067092;10.34115884;8.243049155
27/10/2016;386.1234694;7.33976024;8.08921957
28/10/2016;351.5427898;7.493306693;7.935815818
29/10/2016;291.207115;9.416883117;7.782883355
30/10/2016;254.4072396;11.77012987;7.630467499
31/10/2016;249.346095;12.75714286;7.478613414
01/11/2016;267.0299758;12.18371628;7.327366098
02/11/2016;236.5713594;13.07342657;7.176770368
03/11/2016;272.0998062;11.32147852;7.026870849
04/11/2016;324.2053332;9.113286713;6.877711959
05/11/2016;357.2084334;7.576923077;6.729337898
06/11/2016;384.8715542;7.22967033;6.581792632
07/11/2016;337.4453458;8.871628372;6.435119881
08/11/2016;376.8500852;7.403296703;6.289363109
09/11/2016;348.2795292;8.289110889;6.144565506
10/11/2016;375.3567134;8.053046953;6.000769978
11/11/2016;334.1394246;9.412687313;5.858019136
12/11/2016;292.2752578;9.86023976;5.71635528
13/11/2016;313.1645936;9.807692308;5.575820387
14/11/2016;333.823863;9.50999001;5.436456101
15/11/2016;340.5859246;8.557642358;5.298303718
16/11/2016;364.11713;7.64025974;5.161404177
17/11/2016;364.0599826;6.94035964;5.025798044
18/11/2016;383.9645232;5.906593407;4.891525501
19/11/2016;421.0164502;5.208091908;4.758626337
20/11/2016;426.2694884;4.610689311;4.627139932
21/11/2016;390.0066612;5.985914086;4.497105249
22/11/2016;398.7553798;6.451348651;4.368560819
23/11/2016;361.2306518;7.043056943;4.241544733
24/11/2016;398.9941026;4.342257742;4.116094629
25/11/2016;438.0839416;3.979120879;3.992247681
26/11/2016;441.763912;3.591008991;3.870040586
27/11/2016;496.5460688;2.210589411;3.749509558
28/11/2016;532.7495276;0.816583417;3.630690313
29/11/2016;540.15527;0.317682318;3.513618058
30/11/2016;533.5845202;-0.4001998;3.398327486
01/12/2016;527.8980862;-0.88991009;3.284852759
02/12/2016;522.9492886;-0.531968032;3.173227502
03/12/2016;481.20581;1.695304695;3.063484792
04/12/2016;467.5311356;2.770929071;2.955657149
05/12/2016;469.919396;3.765534466;2.849776523
06/12/2016;483.4109696;3.601998002;2.745874291
07/12/2016;470.702587;3.23986014;2.643981239
08/12/2016;516.689549;1.489010989;2.544127562
09/12/2016;511.8415918;2.642357642;2.446342848
10/12/2016;440.3749086;4.286313686;2.350656073
11/12/2016;368.3053168;7.127172827;2.257095591
12/12/2016;391.8160132;5.343956044;2.165689126
13/12/2016;416.1339974;4.260839161;2.076463763
14/12/2016;407.1519422;4.897402597;1.989445942
15/12/2016;426.518493;4.972427572;1.904661449
16/12/2016;465.2653506;3.994105894;1.822135406
17/12/2016;311.4700728;9.70999001;1.741892268
18/12/2016;288.8245632;9.689210789;1.663955813
19/12/2016;426.7940662;5.382017982;1.588349135
20/12/2016;433.4877394;5.663836164;1.515094638
21/12/2016;350.4443412;9.228571429;1.444214029
22/12/2016;345.0786546;9.81008991;1.37572831
23/12/2016;402.6497238;7.413186813;1.309657777
24/12/2016;448.0614342;4.218381618;1.246022007
25/12/2016;539.8708606;0.083116883;1.184839857
26/12/2016;596.0709542;-1.83966034;1.126129456
27/12/2016;678.7501832;-3.913286713;1.069908202
28/12/2016;678.2117598;-2.545054945;1.016192754
29/12/2016;575.5216784;0.31048951;0.964999029
30/12/2016;521.5070994;2.873626374;0.916342197
31/12/2016;525.3026578;2.200799201;0.870236677
01/01/2017;476.0251542;4.517382617;0.826696129
02/01/2017;485.9758254;3.643056943;0.785733456
03/01/2017;494.522319;3.096303696;0.747360797
04/01/2017;511.53506;2.522177822;0.711589521
05/01/2017;561.9218344;1.364535465;0.678430229
06/01/2017;512.1391918;2.777822178;0.647892747
07/01/2017;439.0747422;4.796503497;0.619986123
08/01/2017;365.0095942;7.425874126;0.594718627
09/01/2017;262.585142;10.15474525;0.572097746
10/01/2017;462.3623796;4.005494505;0.552130183
11/01/2017;415.5657422;6.196203796;0.534821855
12/01/2017;333.2693924;8.913286713;0.52017789
13/01/2017;411.8052418;5.055444555;0.508202629
14/01/2017;416.4678818;6.004795205;0.49889962
15/01/2017;391.051115;6.328071928;0.492271618
16/01/2017;488.1137662;2.764135864;0.488320589
17/01/2017;551.2227056;0.978621379;0.487047703
18/01/2017;545.7814204;0.074825175;0.488453338
19/01/2017;525.6813952;0.362937063;0.492537076
20/01/2017;528.4277312;-0.084815185;0.499297708
21/01/2017;539.6197998;-0.197502498;0.50873323
22/01/2017;543.724478;-0.310589411;0.520840846
23/01/2017;562.3132462;-0.272327672;0.535616969
24/01/2017;541.7469306;1.018581419;0.553057221
25/01/2017;516.5141962;2.308791209;0.573156432
26/01/2017;485.6093902;3.007392607;0.595908648
27/01/2017;482.0213956;3.25034965;0.621307126
28/01/2017;496.6542436;2.247552448;0.649344341
29/01/2017;527.4277588;0.929170829;0.680011984
30/01/2017;542.829007;0.826473526;0.713300967
31/01/2017;548.1927546;0.672827173;0.749201428
01/02/2017;542.838773;0.822777223;0.787702726
02/02/2017;598.6930988;-0.638361638;0.828793455
03/02/2017;619.1819326;-1.918581419;0.872461437
04/02/2017;594.6689358;-1.482017982;0.918693733
05/02/2017;626.5631538;-2.567832168;0.967476643
06/02/2017;631.4782476;-0.677622378;1.018795712
07/02/2017;543.4895208;1.58031968;1.072635733
08/02/2017;501.8502644;3.608591409;1.128980751
09/02/2017;456.4208544;4.615784216;1.187814072
10/02/2017;469.77465;3.255844156;1.24911826
11/02/2017;533.55245;1.08031968;1.312875151
12/02/2017;532.2861448;1.162037962;1.379065852
13/02/2017;508.4022558;1.938461538;1.447670748
14/02/2017;543.47075;1.808591409;1.518669512
15/02/2017;542.7506042;1.014985015;1.592041104
16/02/2017;545.8169098;0.875224775;1.667763783
17/02/2017;511.6919334;2.271828172;1.74581511
18/02/2017;527.5648336;1.735864136;1.826171958
19/02/2017;470.2697612;4.280719281;1.908810515
20/02/2017;448.83966;4.774825175;1.993706292
21/02/2017;503.6175042;2.432267732;2.080834135
22/02/2017;504.5809104;2.608891109;2.170168225
23/02/2017;463.69978;3.897402597;2.26168209
24/02/2017;470.5928384;3.485914086;2.355348613
25/02/2017;473.6755302;4.221078921;2.451140038
26/02/2017;479.7587194;3.819480519;2.549027981
27/02/2017;479.5504686;3.366833167;2.648983434
28/02/2017;430.057157;5.139360639;2.75097678
01/03/2017;410.091822;5.142057942;2.854977795
02/03/2017;436.6689792;4.377022977;2.960955661
03/03/2017;464.7465562;3.568231768;3.068878975
04/03/2017;460.3477472;3.985414585;3.178715758
05/03/2017;453.8920334;4.782717283;3.290433461
06/03/2017;425.2814232;6.835164835;3.403998981
07/03/2017;353.3082566;9.432367632;3.519378665
08/03/2017;349.3878294;7.98991009;3.636538325
09/03/2017;383.2235706;6.992107892;3.755443242
10/03/2017;413.4543672;5.000799201;3.876058184
11/03/2017;469.6574734;3.773826174;3.99834741
12/03/2017;488.3755904;3.100899101;4.122274681
13/03/2017;477.4947068;4.011188811;4.247803277
14/03/2017;433.0674486;5.348851149;4.374896
15/03/2017;350.681855;7.827572428;4.50351519
16/03/2017;276.8506958;10.47952048;4.633622734
17/03/2017;293.4552684;9.336663337;4.765180079
18/03/2017;356.3121134;7.242357642;4.898148241
19/03/2017;392.0358304;5.653046953;5.032487819
20/03/2017;446.728246;4.449150849;5.168159005
21/03/2017;465.447465;2.911488511;5.305121598
22/03/2017;407.0321306;5.144055944;5.443335011
23/03/2017;361.2937416;7.222877123;5.58275829
24/03/2017;333.2650492;8.673326673;5.723350119
25/03/2017;370.4833044;6.818681319;5.86506884
26/03/2017;381.0237248;6.806493506;6.007872458
27/03/2017;377.6948994;7.492107892;6.151718656
28/03/2017;301.614172;9.585114885;6.29656481
29/03/2017;370.6344382;6.515784216;6.442367999
30/03/2017;347.3185626;7.038761239;6.589085018
31/03/2017;439.7063382;4.546253746;6.736672392
01/04/2017;453.4157758;4.054945055;6.885086388
02/04/2017;428.7010996;5.344055944;7.034283028
03/04/2017;451.0530562;4.31978022;7.1842181
04/04/2017;449.3099218;4.585614386;7.334847177
05/04/2017;456.9069896;4.884115884;7.486125623
06/04/2017;414.921812;6.094105894;7.638008611
07/04/2017;358.7130362;7.893106893;7.790451136
08/04/2017;280.1085746;10.46623377;7.943408025
09/04/2017;234.197563;13.41248751;8.096833954
10/04/2017;219.9159902;13.202997;8.250683459
11/04/2017;258.8207172;11.05904096;8.404910951
12/04/2017;273.4750978;9.815984016;8.55947073
13/04/2017;256.1540252;11.42987013;8.714316996
14/04/2017;189.7310826;15.72757243;8.869403865
15/04/2017;226.010362;11.74005994;9.024685382
16/04/2017;284.7703512;8.745454545;9.180115532
17/04/2017;370.5112568;7.347952048;9.335648259
18/04/2017;328.396339;9.228871129;9.491237474
19/04/2017;268.0968208;11.18201798;9.646837075
20/04/2017;234.119295;12.59030969;9.802400952
21/04/2017;282.2213688;10.08611389;9.957883009
22/04/2017;301.525622;10.28381618;10.11323717
23/04/2017;239.3765092;13.23966034;10.26841741
24/04/2017;227.224173;13.93796204;10.42337774
25/04/2017;181.2081492;13.38891109;10.57807224
26/04/2017;242.122791;10.45604396;10.73245507
27/04/2017;353.5425012;7.307992008;10.88648048
28/04/2017;326.8431466;9.174325674;11.04010284
29/04/2017;284.7475012;9.827172827;11.19327662
30/04/2017;331.0708856;8.757842158;11.34595644
01/05/2017;296.6896616;9.580619381;11.49809704
02/05/2017;210.7902156;13.3036963;11.64965336
03/05/2017;141.0438546;16.90649351;11.80058047
04/05/2017;133.1746626;18.06593407;11.95083366
05/05/2017;192.917512;14.05104895;12.1003684
06/05/2017;235.8294958;12.36553447;12.24914039
07/05/2017;200.9869694;13.9042957;12.39710553
08/05/2017;167.607278;14.92787213;12.54421999
09/05/2017;213.6032882;12.42457542;12.69044017
10/05/2017;187.5445006;16.06453546;12.83572274
11/05/2017;153.0045648;17.75724276;12.98002465
12/05/2017;175.7772298;13.9954046;13.12330314
13/05/2017;218.8785806;11.66483516;13.26551576
14/05/2017;247.9118286;11.53736264;13.40662036
15/05/2017;254.0653056;11.19420579;13.54657513
16/05/2017;227.1652342;11.8007992;13.68533861
17/05/2017;207.0433058;14.51858142;13.82286966
18/05/2017;213.9464064;13.1035964;13.95912755
19/05/2017;274.00467;11.06713287;14.09407188
20/05/2017;260.2754168;11.26143856;14.22766268
21/05/2017;230.4143268;13.68521479;14.35986037
22/05/2017;192.626695;13.94435564;14.49062575
23/05/2017;187.2507164;13.72657343;14.6199201
24/05/2017;199.770687;13.94955045;14.74770509
25/05/2017;247.5810758;11.73356643;14.87394286
26/05/2017;269.8792846;11.32617383;14.998596
27/05/2017;230.5349876;13.48881119;15.12162758
28/05/2017;185.5915296;14.51648352;15.24300114
29/05/2017;226.6301884;12.33976024;15.36268071
30/05/2017;208.267016;15.05994006;15.48063083
31/05/2017;172.3225012;14.44235764;15.59681655
01/06/2017;166.2422622;17.69130869;15.71120343
02/06/2017;127.4377848;18.14005994;15.82375759
03/06/2017;151.1316446;17.17602398;15.93444568
04/06/2017;128.4934242;22.24515485;16.04323488
05/06/2017;115.9127764;21.45654346;16.15009298
06/06/2017;129.5653472;17.73406593;16.25498829
07/06/2017;173.856708;14.65544456;16.35788974
08/06/2017;209.0318214;13.6;16.45876684
09/06/2017;160.7083038;16.17562438;16.5575897
10/06/2017;136.1204754;18.36143856;16.65432903
11/06/2017;118.574238;20.81808192;16.74895616
12/06/2017;113.9308694;20.56473526;16.84144306
13/06/2017;130.6736412;17.71268731;16.93176232
14/06/2017;139.9077944;14.8030969;17.01988718
15/06/2017;175.351882;13.24715285;17.10579152
16/06/2017;173.9361402;15.28671329;17.18944988
17/06/2017;165.8755648;15.09360639;17.27083749
18/06/2017;220.027384;12.72567433;17.34993021
19/06/2017;233.416601;12.84715285;17.42670462
20/06/2017;190.600589;14.64525475;17.50113797
21/06/2017;191.951899;13.53406593;17.57320819
22/06/2017;241.3705428;12.36943057;17.64289394
23/06/2017;202.2686916;13.75544456;17.71017455
24/06/2017;157.0950806;17.63896104;17.77503011
25/06/2017;134.9435788;19.296004;17.83744138
26/06/2017;121.7005178;18.52247752;17.89738988
27/06/2017;139.4521774;17.76343656;17.95485783
28/06/2017;122.1584774;20.47962038;18.00982822
29/06/2017;113.2621286;20.94675325;18.06228475
30/06/2017;112.0910526;22.98681319;18.11221188
01/07/2017;105.1446036;25.81408591;18.15959481
02/07/2017;94.7758144;26.21098901;18.2044195
03/07/2017;106.2814414;28.74835165;18.24667268
04/07/2017;107.7128876;26.64495504;18.28634181
05/07/2017;103.7381342;21.41248751;18.32341515
06/07/2017;102.8892038;23.74735265;18.35788172
07/07/2017;117.8419508;18.15894106;18.38973128
08/07/2017;143.2879478;15.14095904;18.41895442
09/07/2017;172.7423842;15.62047952;18.44554246
10/07/2017;143.2671628;19.33486513;18.46948754
11/07/2017;122.9790672;18.59280719;18.49078255
12/07/2017;115.776426;17.41978022;18.50942118
13/07/2017;112.5479572;18.51598402;18.52539792
14/07/2017;101.268416;19.77562438;18.53870803
15/07/2017;99.5022246;21.5996004;18.54934756
16/07/2017;109.1764792;24.67382617;18.55731336
17/07/2017;107.888039;22.03376623;18.56260307
18/07/2017;116.6540744;18.53416583;18.56521512
19/07/2017;99.420314;20.04555445;18.56514875
20/07/2017;89.57899;23.08991009;18.56240396
